,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
14524,Manhattan,Hell's Kitchen,40.76283,-73.99331,Private room,115,1,38,3,0,0.6199729292337333
14529,Manhattan,Kips Bay,40.73898,-73.98233,Entire home/apt,150,2,22,1,12,0.37370785578588855
14532,Manhattan,Harlem,40.81055,-73.95361,Private room,90,17,1,2,0,0.12362005480971434
14537,Manhattan,Washington Heights,40.83791,-73.94075,Entire home/apt,150,1,101,1,207,0.22274603791256978
14538,Manhattan,East Village,40.72552,-73.98621,Private room,30,30,0,1,159,0.39308821122811394
14539,Manhattan,Upper West Side,40.801,-73.9613,Entire home/apt,150,2,11,1,0,0.2685375369072926
14540,Manhattan,Chinatown,40.71385,-73.99710999999999,Private room,75,1,3,1,0,0.5264603637893158
14541,Manhattan,Roosevelt Island,40.7672,-73.94552,Entire home/apt,195,14,1,1,0,1.1038539109679029
14543,Manhattan,Nolita,40.72271,-73.99518,Entire home/apt,250,4,11,1,0,0.17179185959405238
14544,Manhattan,Midtown,40.76388,-73.98040999999999,Private room,300,3,0,1,0,0.08954542501575531
14545,Manhattan,West Village,40.73704,-74.00371,Entire home/apt,225,1,21,1,0,0.3089835542855867
14549,Manhattan,Lower East Side,40.72075,-73.98733,Entire home/apt,172,3,3,1,0,0.24659606812651372
14550,Manhattan,Washington Heights,40.83945,-73.94353000000001,Entire home/apt,110,14,5,1,0,0.31171454862530834
14554,Manhattan,Morningside Heights,40.80904,-73.95806999999999,Entire home/apt,180,3,1,1,0,0.5150365162667709
14558,Manhattan,Upper East Side,40.776140000000005,-73.94626,Entire home/apt,150,7,1,1,0,0.5054757621804444
14559,Manhattan,Upper West Side,40.79951,-73.96767,Private room,67,5,1,1,0,0.060252901301550976
14561,Manhattan,East Harlem,40.7885,-73.9494,Entire home/apt,159,30,12,2,0,0.2840776213786417
14563,Manhattan,Midtown,40.754540000000006,-73.9663,Private room,105,10,2,1,0,0.40743179423893466
14565,Manhattan,East Village,40.727920000000005,-73.98106,Entire home/apt,199,2,6,1,0,0.3402114751493818
14567,Manhattan,Upper West Side,40.799640000000004,-73.96437,Private room,70,3,2,1,0,0.3390030337650868
14570,Manhattan,Lower East Side,40.713359999999994,-73.98977,Private room,150,3,6,1,0,0.05209322952868926
14571,Manhattan,Harlem,40.822990000000004,-73.94485999999999,Private room,60,1,83,2,86,0.20639194200614097
14573,Manhattan,Civic Center,40.71222,-74.00583,Entire home/apt,250,5,1,1,0,0.1527033238885479
14574,Manhattan,Financial District,40.707159999999995,-74.01155,Entire home/apt,250,5,0,1,0,0.05136878325626257
14577,Manhattan,Harlem,40.81816,-73.94305,Entire home/apt,110,2,9,1,0,0.38912278623517876
14578,Manhattan,East Village,40.731159999999996,-73.98623,Entire home/apt,95,29,44,1,178,0.18778306279870505
14583,Manhattan,Morningside Heights,40.81193,-73.95945999999999,Private room,110,3,85,3,18,0.4157065593623391
14584,Manhattan,Upper East Side,40.762840000000004,-73.96038,Entire home/apt,150,1,25,1,0,0.5232474570671429
14586,Manhattan,Nolita,40.72198,-73.99450999999999,Entire home/apt,245,5,0,1,0,0.19536116283757707
14588,Manhattan,Harlem,40.81771,-73.952,Entire home/apt,150,3,3,3,0,0.3676466550335934
14590,Manhattan,Upper West Side,40.794259999999994,-73.96914,Entire home/apt,200,7,4,1,177,0.27128989161248107
14595,Manhattan,Washington Heights,40.851,-73.93141,Private room,35,3,1,1,0,0.24807762018062166
14600,Manhattan,Upper West Side,40.778,-73.97912,Entire home/apt,200,2,150,1,183,0.24579023790035423
14602,Manhattan,Upper West Side,40.79918,-73.9635,Private room,120,2,0,1,0,0.38393921046652063
14603,Manhattan,Harlem,40.83282,-73.95019,Entire home/apt,90,10,10,1,302,0.4671484550644663
14604,Manhattan,Greenwich Village,40.73057,-73.99422,Entire home/apt,199,3,1,1,0,0.13706329559494002
14605,Manhattan,Upper West Side,40.802859999999995,-73.96561,Private room,55,5,0,1,0,0.16127113068341997
14607,Manhattan,Upper East Side,40.77928,-73.94861999999999,Entire home/apt,140,2,6,1,0,0.3086522432222984
14609,Manhattan,Harlem,40.8053,-73.94704,Entire home/apt,450,7,81,3,325,0.30209510430271674
14612,Manhattan,Lower East Side,40.71775,-73.98612,Private room,99,2,22,1,364,0.127746449856455
14621,Manhattan,Harlem,40.8057,-73.94689,Entire home/apt,450,7,69,3,332,0.2566789630222656
14622,Manhattan,Harlem,40.815509999999996,-73.94915999999999,Entire home/apt,119,2,17,2,0,0.29383758097967305
14624,Manhattan,Harlem,40.80151,-73.95345999999999,Private room,160,4,3,1,0,0.30368900390686165
14627,Manhattan,Harlem,40.80321,-73.9521,Private room,85,1,9,1,0,0.24263014787009682
14628,Manhattan,Upper East Side,40.762,-73.96045,Entire home/apt,97,5,3,1,0,0.5602401191321539
14629,Manhattan,East Harlem,40.797470000000004,-73.94106,Entire home/apt,91,1,1,1,0,0.13702207513252904
14631,Manhattan,East Village,40.72886,-73.98834000000001,Private room,80,1,4,1,0,0.26602419224620694
14636,Manhattan,Harlem,40.824290000000005,-73.95225,Private room,54,7,2,1,0,0.28052028172763466
14643,Manhattan,Harlem,40.801840000000006,-73.95591,Private room,67,1,8,1,0,0.23442175300805118
14648,Manhattan,Lower East Side,40.71962,-73.98241,Entire home/apt,80,1,4,1,0,0.44878108013097817
14649,Manhattan,Harlem,40.81619,-73.93798000000001,Entire home/apt,77,1,2,1,0,0.3206755733227284
14650,Manhattan,Hell's Kitchen,40.76334,-73.98909,Entire home/apt,125,30,10,116,343,0.2800289064673875
14652,Manhattan,West Village,40.73426,-74.00236,Entire home/apt,279,3,2,1,0,0.10386145266499894
14653,Manhattan,East Village,40.729659999999996,-73.98187,Entire home/apt,140,2,55,1,0,0.1450340163354411
14654,Manhattan,Murray Hill,40.74637,-73.97207,Entire home/apt,200,30,0,49,364,0.654473615444797
14655,Manhattan,Theater District,40.76375,-73.98387,Entire home/apt,257,30,0,81,8,0.21277514165544778
14658,Manhattan,East Village,40.72768,-73.98739,Private room,126,4,37,1,180,0.4076133360616499
14660,Manhattan,East Village,40.72591,-73.98917,Entire home/apt,250,1,2,1,0,0.2859679584901132
14663,Manhattan,Financial District,40.70514,-74.00921,Private room,85,1,3,1,0,0.1869033872196712
14664,Manhattan,Morningside Heights,40.81013,-73.95881,Private room,46,60,1,1,83,0.5210536678669936
14667,Manhattan,Little Italy,40.71938,-73.9952,Entire home/apt,90,31,9,6,365,0.1475676937407026
14670,Manhattan,Hell's Kitchen,40.76409,-73.99122,Entire home/apt,199,30,4,116,0,0.4778931996049494
14673,Manhattan,Chinatown,40.715790000000005,-73.99158,Entire home/apt,125,5,39,1,0,0.2592875149545604
14674,Manhattan,Hell's Kitchen,40.76413,-73.99301,Entire home/apt,180,5,2,3,144,0.6216875881402008
14677,Manhattan,East Village,40.725629999999995,-73.99118,Entire home/apt,300,2,16,1,0,0.26874720016805576
14681,Manhattan,Lower East Side,40.72057,-73.99185,Private room,80,5,27,1,0,0.1774184417015196
14682,Manhattan,Lower East Side,40.71518,-73.98953,Private room,150,3,12,1,0,0.17151862050529015
14686,Manhattan,Chelsea,40.743390000000005,-73.99642,Entire home/apt,450,2,180,1,155,0.10020554948574062
14688,Manhattan,Midtown,40.75608,-73.96895,Entire home/apt,200,30,3,116,0,0.16370473010109876
14690,Manhattan,East Harlem,40.787490000000005,-73.9504,Private room,70,1,4,1,0,0.20965948538830226
14692,Manhattan,Upper West Side,40.78378,-73.97845,Private room,85,2,4,1,0,0.12500399293342224
14693,Manhattan,Chelsea,40.74921,-74.00416,Entire home/apt,275,3,1,1,0,0.6337855159666926
14695,Manhattan,Hell's Kitchen,40.76327,-73.98937,Entire home/apt,185,30,4,116,0,0.2998501189406999
14697,Manhattan,Upper West Side,40.77856,-73.98278,Entire home/apt,150,7,2,1,0,0.06940187893197586
14698,Manhattan,Harlem,40.805209999999995,-73.95213000000001,Entire home/apt,125,31,3,1,329,0.23263507860113167
14700,Manhattan,Marble Hill,40.8754,-73.91263000000001,Entire home/apt,88,1,2,1,0,0.6981002387314209
14703,Manhattan,Upper West Side,40.8021,-73.96629,Private room,64,4,1,1,0,0.2125916064685173
14704,Manhattan,Midtown,40.74439,-73.98125,Entire home/apt,185,29,1,28,206,0.20032369949290507
14708,Manhattan,Upper West Side,40.77643,-73.98262,Entire home/apt,140,3,12,1,0,0.23125743860375822
14711,Manhattan,Gramercy,40.73578,-73.98706,Private room,100,2,96,4,358,0.27340153048635457
14714,Manhattan,Harlem,40.83048,-73.95009,Private room,80,2,3,1,364,0.4369118033524346
14715,Manhattan,Upper East Side,40.78521,-73.95006,Private room,154,1,0,1,0,0.099498847001203
14716,Manhattan,Lower East Side,40.72079,-73.98965,Private room,175,1,39,1,0,0.2745796006052796
14718,Manhattan,Lower East Side,40.71754,-73.9868,Shared room,50,1,0,1,0,0.10150647809544014
14720,Manhattan,Hell's Kitchen,40.760659999999994,-73.99922,Entire home/apt,119,30,0,83,360,0.577170376895716
14721,Manhattan,Harlem,40.80945,-73.94648000000001,Private room,75,5,25,3,89,0.20586419410416354
14722,Manhattan,Hell's Kitchen,40.762159999999994,-73.99775,Entire home/apt,109,30,1,83,344,0.7806635306478867
14728,Manhattan,Hell's Kitchen,40.76258,-73.99771,Entire home/apt,239,30,1,83,179,0.8240310816234167
14729,Manhattan,Midtown,40.75695,-73.97988000000001,Entire home/apt,279,30,2,81,365,0.22618064330101706
14730,Manhattan,Hell's Kitchen,40.76077,-73.99821999999999,Entire home/apt,169,30,1,83,358,0.6258830748750488
14731,Manhattan,Flatiron District,40.741479999999996,-73.98493,Entire home/apt,200,1,0,1,0,0.18531174884012552
14733,Manhattan,Hell's Kitchen,40.761959999999995,-73.99803,Entire home/apt,175,30,1,83,360,0.7502729707873448
14734,Manhattan,Hell's Kitchen,40.76112,-73.99887,Entire home/apt,199,30,2,83,358,0.6358010155482612
14735,Manhattan,Hell's Kitchen,40.76103,-73.99745,Entire home/apt,129,30,0,83,363,0.684583391166905
14737,Manhattan,Hell's Kitchen,40.76213,-73.99972,Entire home/apt,129,30,1,83,354,0.7180567362128532
14738,Manhattan,Hell's Kitchen,40.76108,-73.99812,Entire home/apt,99,30,1,83,354,0.6600155109539603
14739,Manhattan,East Harlem,40.797509999999996,-73.93271,Entire home/apt,107,3,0,1,0,0.7618768737508547
14740,Manhattan,Chinatown,40.713770000000004,-73.99464,Private room,125,1,0,1,0,0.37750258762563915
14741,Manhattan,Upper West Side,40.7801,-73.97917,Entire home/apt,230,7,0,1,0,0.2988632782550778
14747,Manhattan,East Village,40.72782,-73.97610999999999,Entire home/apt,142,1,185,1,70,0.5816721508072443
14750,Manhattan,Harlem,40.8259,-73.94962,Private room,48,7,2,1,0,0.09551478286082575
14751,Manhattan,Upper East Side,40.766420000000004,-73.97107,Private room,301,3,0,1,83,0.26246361543830066
14752,Manhattan,Inwood,40.86541,-73.92935,Private room,52,2,32,2,96,0.17550293912124695
14754,Manhattan,Midtown,40.75143,-73.96973,Entire home/apt,1100,120,0,83,184,0.532966941355155
14755,Manhattan,Hell's Kitchen,40.76425,-73.98654,Private room,160,1,10,1,0,0.204679120276813
14758,Manhattan,Harlem,40.815909999999995,-73.93995,Private room,70,3,7,1,0,0.19908318985872422
14761,Manhattan,Hell's Kitchen,40.76525,-73.99439,Entire home/apt,133,30,2,86,365,0.7746133318407634
14763,Manhattan,Upper West Side,40.802890000000005,-73.96741,Entire home/apt,125,6,2,1,0,0.12869131582721757
14764,Manhattan,Morningside Heights,40.81353,-73.95878,Private room,57,2,162,1,0,0.23035080682242307
14768,Manhattan,Upper West Side,40.78305,-73.97757,Entire home/apt,240,30,4,1,0,0.22109846001302716
14769,Manhattan,Little Italy,40.718990000000005,-73.99773,Entire home/apt,140,30,2,86,365,0.20811869135123795
14771,Manhattan,East Village,40.72118,-73.98066,Entire home/apt,130,2,1,1,0,0.6550450418215812
14772,Manhattan,Upper West Side,40.79936,-73.96105,Private room,50,1,1,1,0,0.2801644010402232
14776,Manhattan,East Village,40.72828,-73.97972,Private room,149,2,0,1,0,0.3377724678615484
14777,Manhattan,Hell's Kitchen,40.76733,-73.98607,Entire home/apt,169,5,12,1,365,0.36415181568796884
14779,Manhattan,Midtown,40.758959999999995,-73.96439000000001,Private room,105,7,0,1,0,0.42381776482665107
14783,Manhattan,Midtown,40.74754,-73.98741,Entire home/apt,288,5,2,1,0,0.22966984372552404
14786,Manhattan,Midtown,40.74562,-73.98538,Private room,79,5,0,1,364,0.27998995624378803
14787,Manhattan,East Village,40.72627,-73.99145,Entire home/apt,200,3,30,1,0,0.2739556832076776
14788,Manhattan,Harlem,40.82289,-73.9511,Entire home/apt,78,3,13,1,0,0.23836604013501728
14789,Manhattan,Financial District,40.70711,-74.01437,Entire home/apt,234,2,4,1,0,0.06680909517168883
14790,Manhattan,Upper West Side,40.77981,-73.98499,Entire home/apt,325,5,9,1,178,0.2961425628198982
14791,Manhattan,Two Bridges,40.71159,-73.99884,Private room,119,1,3,5,0,0.4268856045769411
14792,Manhattan,Civic Center,40.712590000000006,-73.99897,Private room,95,1,10,5,0,0.3813733188268575
14795,Manhattan,Financial District,40.70706,-74.00442,Private room,99,2,3,1,0,0.3185759183895208
14796,Manhattan,East Village,40.72229,-73.98175,Entire home/apt,125,4,31,1,5,0.6524752194241783
14801,Manhattan,Hell's Kitchen,40.76571,-73.99101,Entire home/apt,137,3,2,1,0,0.5573733067203296
14802,Manhattan,Midtown,40.7531,-73.97158,Entire home/apt,101,4,1,1,0,0.4198522387242698
14803,Manhattan,Harlem,40.83079,-73.9432,Private room,95,2,21,2,89,0.14538677583760004
14804,Manhattan,Morningside Heights,40.80728,-73.96634,Private room,119,1,4,1,0,0.19446285138356517
14806,Manhattan,Gramercy,40.73277,-73.98448,Entire home/apt,170,4,9,1,0,0.1389835064479132
14807,Manhattan,Upper East Side,40.76184,-73.9569,Entire home/apt,150,4,45,1,100,0.7834320918495102
14808,Manhattan,Harlem,40.81134,-73.94044,Entire home/apt,157,1,11,1,0,0.3220302148265622
14814,Manhattan,SoHo,40.726890000000004,-74.0089,Private room,101,2,125,2,178,0.33455475302292853
14815,Manhattan,East Harlem,40.79659,-73.93500999999999,Private room,69,3,0,1,0,0.6018008615532606
14816,Manhattan,Kips Bay,40.73955,-73.98243000000001,Entire home/apt,199,30,44,1,67,0.3538580603248806
14820,Manhattan,Washington Heights,40.85413,-73.93172,Private room,45,3,1,2,0,0.22947722900178935
14823,Manhattan,Upper West Side,40.7728,-73.98737,Entire home/apt,139,4,8,1,0,0.44146571341118673
14825,Manhattan,Upper East Side,40.77363,-73.95154000000001,Entire home/apt,90,1,3,1,0,0.47364145435830424
14828,Manhattan,Upper West Side,40.79201,-73.97423,Private room,65,3,5,3,0,0.26616807498434675
14829,Manhattan,West Village,40.7332,-74.0039,Entire home/apt,190,2,2,1,0,0.08751082012226481
14832,Manhattan,Harlem,40.81733,-73.95384,Private room,48,2,0,3,0,0.4288596649434823
14833,Manhattan,Financial District,40.70713,-74.00793,Entire home/apt,165,90,23,1,0,0.10465792153475753
14834,Manhattan,Harlem,40.81863,-73.95295,Private room,80,2,0,3,0,0.3800954886625205
14835,Manhattan,Upper East Side,40.77081,-73.95215999999999,Private room,90,1,78,1,364,0.574070193955125
14836,Manhattan,East Harlem,40.7977,-73.93736,Private room,65,28,1,1,0,0.37377323109525157
14837,Manhattan,Chelsea,40.740320000000004,-74.00265,Entire home/apt,110,4,6,1,0,0.06060544089350141
14838,Manhattan,Financial District,40.705659999999995,-74.00865,Entire home/apt,140,20,5,1,363,0.13441849832053454
14840,Manhattan,Greenwich Village,40.730059999999995,-73.99981,Entire home/apt,200,4,0,1,0,0.25950296350758995
14841,Manhattan,West Village,40.73196,-74.0021,Entire home/apt,450,3,4,1,364,0.14193146386278005
14842,Manhattan,SoHo,40.72795,-74.00454,Entire home/apt,360,2,30,2,365,0.07744923726725418
14846,Manhattan,Lower East Side,40.71934,-73.98172,Private room,75,2,3,1,0,0.4962689037970238
14851,Manhattan,Gramercy,40.73813,-73.98213,Entire home/apt,175,2,1,1,0,0.4237565373945694
14855,Manhattan,Upper East Side,40.76988,-73.95125,Entire home/apt,140,5,0,1,0,0.6174666949271368
14857,Manhattan,West Village,40.73458,-74.0028,Private room,372,2,0,1,0,0.1289058370079491
14859,Manhattan,Harlem,40.8003,-73.95223,Private room,80,2,15,1,0,0.1403259020697025
14860,Manhattan,Upper East Side,40.763709999999996,-73.96153000000001,Entire home/apt,225,30,1,81,364,0.4001939216151209
14861,Manhattan,Lower East Side,40.71932,-73.99396,Entire home/apt,100,32,5,6,305,0.10667433394626985
14863,Manhattan,East Village,40.72152,-73.9838,Private room,119,5,30,1,180,0.4702129295468492
14864,Manhattan,Washington Heights,40.83702,-73.94199,Private room,75,1,11,1,0,0.20932557586834213
14866,Manhattan,East Harlem,40.80153,-73.94435,Entire home/apt,100,4,0,1,0,0.3962032744417497
14868,Manhattan,East Harlem,40.81454,-73.93616,Entire home/apt,130,4,7,2,0,0.39047958355306484
14870,Manhattan,Chelsea,40.74675,-73.99555,Private room,90,2,6,1,0,0.19162518163582729
14872,Manhattan,East Village,40.726279999999996,-73.97952,Private room,67,4,12,1,0,0.5486366078112906
14879,Manhattan,Hell's Kitchen,40.761109999999995,-73.99818,Entire home/apt,219,30,0,83,365,0.6605001050699505
14880,Manhattan,Lower East Side,40.718270000000004,-73.98983,Entire home/apt,300,4,13,1,0,0.1498520828028836
14882,Manhattan,SoHo,40.72472,-74.00587,Entire home/apt,189,2,5,1,363,0.21005023723213856
14883,Manhattan,Upper West Side,40.77326,-73.98888000000001,Entire home/apt,250,1,0,1,0,0.5635386733302452
14884,Manhattan,Harlem,40.81635,-73.94467,Entire home/apt,115,5,143,4,246,0.30424662648969886
14885,Manhattan,Midtown,40.7605,-73.96535,Entire home/apt,150,30,12,14,365,0.28894878273181945
14887,Manhattan,Chelsea,40.74584,-74.00279,Entire home/apt,225,14,0,1,0,0.40115564147265526
14891,Manhattan,Upper East Side,40.77512,-73.95254,Private room,110,6,37,1,179,0.3142155723662344
14892,Manhattan,Harlem,40.81589,-73.94648000000001,Entire home/apt,118,5,145,4,253,0.24341997358520137
14894,Manhattan,Midtown,40.74992,-73.97223000000001,Entire home/apt,189,30,0,81,365,0.36295872058101064
14900,Manhattan,Upper West Side,40.78853,-73.9751,Entire home/apt,150,4,5,1,0,0.0952084700984957
14901,Manhattan,East Village,40.73004,-73.98225,Entire home/apt,150,2,0,1,0,0.11419439491732279
14904,Manhattan,East Village,40.72424,-73.9906,Private room,90,2,8,4,0,0.10857261403176616
14905,Manhattan,Upper West Side,40.769859999999994,-73.98673000000001,Private room,90,1,1,1,0,0.443153692745159
14907,Manhattan,Hell's Kitchen,40.7605,-73.99455,Entire home/apt,199,3,148,1,329,0.5394057426274753
14908,Manhattan,Morningside Heights,40.81005,-73.9599,Shared room,70,3,1,2,0,0.439344593025288
14909,Manhattan,Harlem,40.82588,-73.9388,Private room,36,4,2,1,0,0.2965837561388079
14910,Manhattan,Lower East Side,40.714290000000005,-73.98755,Private room,59,2,14,1,0,0.23065228153608272
14912,Manhattan,Harlem,40.80474,-73.95527,Entire home/apt,150,2,0,1,0,0.05039616529422052
14916,Manhattan,Greenwich Village,40.72871,-74.00149,Entire home/apt,161,1,27,1,0,0.33146950257721813
14917,Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,81,365,0.284691984108903
14921,Manhattan,Hell's Kitchen,40.76806,-73.98671999999999,Private room,100,2,1,1,0,0.40503352474203813
14922,Manhattan,Midtown,40.75897,-73.9617,Entire home/apt,210,30,0,81,351,0.6230285749631711
14923,Manhattan,Midtown,40.75724,-73.96384,Entire home/apt,245,30,0,81,351,0.441730736678716
14926,Manhattan,Midtown,40.75721,-73.96495999999999,Entire home/apt,95,30,5,51,365,0.347873224075334
