,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
14003,Manhattan,Lower East Side,40.719809999999995,-73.99154,Entire home/apt,225,2,1,1,0,0.20734075542019267
14004,Manhattan,Inwood,40.86612,-73.9189,Entire home/apt,77,6,1,1,0,0.1665957408135078
14005,Manhattan,Upper East Side,40.77487,-73.95074,Entire home/apt,200,1,9,1,356,0.3469287524205724
14007,Manhattan,Hell's Kitchen,40.76222,-73.99889,Entire home/apt,119,30,2,83,342,0.7486038151504365
14009,Manhattan,Hell's Kitchen,40.76455,-73.99128,Shared room,30,3,0,1,0,0.5040173988515092
14014,Manhattan,Upper West Side,40.80045,-73.96119,Private room,67,3,5,1,0,0.2561763019854793
14018,Manhattan,Upper East Side,40.76635,-73.95683000000001,Private room,60,5,1,2,0,0.30343769088411293
14020,Manhattan,Upper West Side,40.77998,-73.98018,Entire home/apt,125,1,0,1,0,0.22712809950870977
14022,Manhattan,Financial District,40.709509999999995,-74.01476,Entire home/apt,125,30,103,1,302,0.23663337113179
14024,Manhattan,East Village,40.728590000000004,-73.98348,Entire home/apt,198,2,32,1,0,0.30550864192817917
14025,Manhattan,East Village,40.72501,-73.98776,Private room,170,1,7,3,180,0.25640758457250656
14027,Manhattan,Hell's Kitchen,40.764109999999995,-73.99371,Entire home/apt,150,30,5,86,365,0.6777132586563132
14030,Manhattan,Washington Heights,40.849090000000004,-73.93829000000001,Private room,46,2,2,1,0,0.22319625478401015
14032,Manhattan,Upper West Side,40.798320000000004,-73.96291,Private room,350,4,1,1,90,0.27625123147094494
14033,Manhattan,Hell's Kitchen,40.76319,-73.98693,Entire home/apt,220,3,0,1,0,0.1141234874731739
14034,Manhattan,Chelsea,40.73737,-73.99475,Entire home/apt,225,1,0,1,0,0.15577536240892564
14035,Manhattan,Upper West Side,40.78528,-73.97111,Entire home/apt,2000,20,0,1,0,0.1963641844473378
14037,Manhattan,Murray Hill,40.74933,-73.97936999999999,Private room,110,1,31,2,365,0.34517262196271403
14046,Manhattan,Financial District,40.70725,-74.00206,Entire home/apt,160,6,2,1,0,0.4507436879975455
14048,Manhattan,Upper East Side,40.77301,-73.95045,Entire home/apt,169,30,1,81,365,0.5536598919240724
14051,Manhattan,Lower East Side,40.71884,-73.99294,Private room,60,2,3,2,0,0.09363477877806045
14052,Manhattan,Upper East Side,40.77219,-73.95588000000001,Entire home/apt,124,30,3,30,365,0.3727097178412348
14054,Manhattan,Harlem,40.822720000000004,-73.95144,Private room,40,29,2,1,0,0.20453161653049493
14059,Manhattan,Chelsea,40.74711,-73.99280999999999,Private room,100,1,8,2,342,0.04830153205419598
14060,Manhattan,Chelsea,40.74583,-74.00451,Entire home/apt,175,4,43,1,0,0.5464208100502667
14061,Manhattan,Morningside Heights,40.81488,-73.95886,Entire home/apt,110,7,0,1,0,0.0880636817557578
14064,Manhattan,Hell's Kitchen,40.75484,-73.9922,Private room,100,1,1,1,0,0.3008202910342215
14066,Manhattan,Hell's Kitchen,40.76814,-73.98476,Entire home/apt,177,2,2,1,0,0.2393144031675106
14069,Manhattan,Lower East Side,40.7205,-73.98315,Entire home/apt,135,2,16,1,0,0.4359733323760317
14070,Manhattan,Two Bridges,40.71098,-73.99296,Private room,100,30,1,1,0,0.384324067505994
14071,Manhattan,East Harlem,40.79193,-73.9439,Shared room,45,1,67,1,350,0.3361668857501095
14072,Manhattan,SoHo,40.721790000000006,-74.00520999999999,Entire home/apt,120,30,0,2,194,0.10728488547929843
14073,Manhattan,Kips Bay,40.74358,-73.98096,Private room,125,3,0,1,0,0.28474729232447005
14074,Manhattan,Washington Heights,40.845240000000004,-73.93508,Private room,49,7,19,2,58,0.45729089065789347
14075,Manhattan,Harlem,40.80577,-73.94615999999999,Entire home/apt,150,2,7,7,365,0.22735683867304496
14076,Manhattan,Harlem,40.80527,-73.94579,Private room,165,2,4,7,365,0.2769694742526786
14079,Manhattan,Upper West Side,40.798,-73.96316999999999,Entire home/apt,74,2,8,1,0,0.2566452752418111
14080,Manhattan,Chinatown,40.71536,-73.99794,Entire home/apt,290,2,3,1,0,0.34531861396639435
14082,Manhattan,West Village,40.73799,-74.00074000000001,Entire home/apt,170,30,82,1,81,0.049035480744464115
14085,Manhattan,Chinatown,40.71415,-73.99806,Private room,99,4,7,2,52,0.46240758029545365
14086,Manhattan,East Harlem,40.78804,-73.95382,Private room,95,5,4,1,0,0.35075443084652175
14088,Manhattan,Chelsea,40.73596,-73.99228000000001,Entire home/apt,300,5,33,1,251,0.14673673367523232
14089,Manhattan,Financial District,40.70519,-74.0082,Entire home/apt,259,30,1,81,0,0.19644087772362914
14090,Manhattan,Kips Bay,40.74139,-73.9783,Entire home/apt,120,2,7,1,0,0.5371698201383969
14091,Manhattan,SoHo,40.72625,-74.00199,Entire home/apt,150,6,47,1,0,0.14778168024403462
14092,Manhattan,Morningside Heights,40.816320000000005,-73.96007,Entire home/apt,120,2,2,1,0,0.16509928896465803
14094,Manhattan,Chelsea,40.744690000000006,-73.99858,Entire home/apt,225,1,32,1,0,0.14250244652797503
14097,Manhattan,East Village,40.726690000000005,-73.98791999999999,Entire home/apt,150,3,35,1,0,0.4029697197104193
14098,Manhattan,Midtown,40.76232,-73.97614,Private room,100,2,0,2,0,0.21421930902759698
14100,Manhattan,Midtown,40.7533,-73.97346,Hotel room,275,3,16,3,0,0.3009742145242001
14104,Manhattan,Lower East Side,40.72033,-73.98767,Entire home/apt,195,1,9,1,0,0.19454353639716696
14107,Manhattan,Midtown,40.753029999999995,-73.97327,Hotel room,170,2,9,3,0,0.2937527152064441
14108,Manhattan,Financial District,40.70645,-74.01144000000001,Entire home/apt,160,7,2,1,0,0.0325790090777143
14113,Manhattan,Kips Bay,40.74154,-73.97901999999999,Entire home/apt,129,5,21,1,365,0.4743888061949779
14114,Manhattan,Midtown,40.75315,-73.97339000000001,Private room,350,2,3,3,0,0.2942115972799976
14117,Manhattan,Hell's Kitchen,40.761109999999995,-73.99248,Entire home/apt,350,5,114,3,216,0.4816503464838676
14121,Manhattan,Chelsea,40.745740000000005,-73.99633,Entire home/apt,850,2,13,1,0,0.14567793343533833
14127,Manhattan,Financial District,40.70527,-74.00629,Entire home/apt,180,1,2,1,0,0.2933526862904554
14130,Manhattan,Midtown,40.744640000000004,-73.98436,Private room,70,20,4,1,0,0.17453530445831486
14131,Manhattan,Chelsea,40.746320000000004,-74.00431,Entire home/apt,170,29,0,1,178,0.5314544561058682
14132,Manhattan,Financial District,40.70825,-74.01403,Private room,90,4,0,1,0,0.08446231861170399
14133,Manhattan,Upper East Side,40.7775,-73.95262,Shared room,35,30,21,6,146,0.0826448476570206
14136,Manhattan,Upper East Side,40.77854,-73.95073000000001,Shared room,35,30,26,6,146,0.11469939689322706
14137,Manhattan,Upper East Side,40.779270000000004,-73.95071,Shared room,40,30,28,6,146,0.17809217435796346
14138,Manhattan,Upper East Side,40.77903,-73.95238,Shared room,40,30,25,6,146,0.1360311594769476
14139,Manhattan,Upper East Side,40.777359999999994,-73.95144,Private room,70,30,93,6,146,0.06584236027336932
14140,Manhattan,Washington Heights,40.83805,-73.94306999999999,Entire home/apt,150,7,22,1,158,0.3507365261580705
14143,Manhattan,Murray Hill,40.74688,-73.97813000000001,Entire home/apt,125,5,126,1,90,0.3448754791578836
14146,Manhattan,Chelsea,40.74472,-74.00095,Entire home/apt,295,1,62,2,114,0.2787633833615478
14150,Manhattan,Harlem,40.815690000000004,-73.94622,Private room,75,1,0,1,0,0.27283710313952525
14152,Manhattan,Greenwich Village,40.72617,-73.99658000000001,Private room,90,1,2,1,0,0.10201701320275175
14153,Manhattan,Tribeca,40.7158,-74.00698,Private room,52,1,1,1,19,0.19643913055674356
14155,Manhattan,Upper East Side,40.77687,-73.9546,Private room,100,2,1,1,0,0.2631461159313944
14160,Manhattan,East Village,40.727909999999994,-73.98916,Entire home/apt,180,4,3,1,0,0.28761325348644734
14163,Manhattan,Midtown,40.76062,-73.96575,Entire home/apt,87,30,3,51,344,0.25987310197851327
14166,Manhattan,West Village,40.735640000000004,-73.99823,Entire home/apt,145,3,100,1,0,0.22429285973431198
14168,Manhattan,East Village,40.73007,-73.98637,Private room,99,1,2,1,0,0.3093146852195785
14172,Manhattan,Tribeca,40.71642,-74.00679000000001,Entire home/apt,210,30,2,81,365,0.2339054879819029
14173,Manhattan,Civic Center,40.71287,-73.99811,Private room,75,15,24,1,84,0.44899889823808053
14174,Manhattan,Upper East Side,40.773309999999995,-73.95459,Entire home/apt,400,6,8,1,166,0.4474153107624664
14175,Manhattan,Midtown,40.75325,-73.97015999999999,Entire home/apt,190,4,0,1,0,0.45337006705930993
14176,Manhattan,Gramercy,40.7382,-73.98301,Entire home/apt,245,30,2,81,22,0.3550280986805042
14177,Manhattan,Midtown,40.74426,-73.98535,Entire home/apt,192,30,0,81,365,0.1608615324385704
14178,Manhattan,Gramercy,40.73832,-73.98281999999999,Entire home/apt,205,30,0,81,365,0.3623330961871252
14179,Manhattan,Midtown,40.74556,-73.98541999999999,Entire home/apt,219,30,0,81,159,0.2763591296487892
14180,Manhattan,Chelsea,40.739290000000004,-73.9999,Entire home/apt,179,30,1,81,365,0.16455153340928486
14181,Manhattan,Financial District,40.7052,-74.00974000000001,Entire home/apt,199,30,0,81,315,0.18012899830344986
14184,Manhattan,Kips Bay,40.7447,-73.97593,Shared room,49,2,23,2,0,0.5412600781885191
14185,Manhattan,Hell's Kitchen,40.764109999999995,-73.99371,Entire home/apt,115,30,7,86,364,0.6777132586563132
14186,Manhattan,Upper West Side,40.776109999999996,-73.97898,Entire home/apt,200,3,0,1,269,0.2243977920380841
14188,Manhattan,Upper East Side,40.770790000000005,-73.95949,Entire home/apt,100,2,2,1,0,0.23871505216756841
14191,Manhattan,Inwood,40.867940000000004,-73.92792,Entire home/apt,100,15,0,1,0,0.2774137368406593
14196,Manhattan,Midtown,40.74927,-73.98303,Entire home/apt,163,30,5,13,365,0.3631851180326013
14197,Manhattan,Nolita,40.72153,-73.99493000000001,Entire home/apt,126,2,11,1,0,0.16316420757974556
14198,Manhattan,Midtown,40.757329999999996,-73.96576999999999,Entire home/apt,150,2,161,1,360,0.2784881547913423
14199,Manhattan,Hell's Kitchen,40.76227,-73.99807,Entire home/apt,99,30,1,83,361,0.7799766101114035
14201,Manhattan,Theater District,40.76106,-73.9848,Entire home/apt,256,30,1,81,365,0.109320475661732
14202,Manhattan,Chelsea,40.74641,-74.00401,Entire home/apt,289,30,2,81,365,0.5072220343302024
14203,Manhattan,Chelsea,40.74651,-74.00563000000001,Entire home/apt,219,30,2,81,365,0.6444447780756375
14204,Manhattan,Hell's Kitchen,40.757979999999996,-73.99155999999999,Entire home/apt,239,30,0,1,365,0.1712253061736349
14210,Manhattan,Washington Heights,40.85073,-73.93851,Entire home/apt,126,68,17,1,0,0.11647016697609429
14211,Manhattan,Hell's Kitchen,40.764109999999995,-73.99371,Entire home/apt,200,30,4,86,364,0.6777132586563132
14213,Manhattan,Harlem,40.818290000000005,-73.94686,Entire home/apt,175,2,42,1,176,0.07977945650485618
14214,Manhattan,Upper East Side,40.76704,-73.95721999999999,Entire home/apt,159,6,0,1,0,0.22020334057055402
14215,Manhattan,Harlem,40.82828,-73.94264,Private room,130,3,3,1,89,0.2660620323911389
14219,Manhattan,Gramercy,40.736270000000005,-73.98986,Private room,100,7,0,1,0,0.08422057859593376
14220,Manhattan,East Harlem,40.80637,-73.93722,Entire home/apt,140,1,31,1,180,0.2498649540975049
14221,Manhattan,East Village,40.72487,-73.98125,Entire home/apt,175,4,3,1,0,0.6762633322502465
14222,Manhattan,Upper East Side,40.75993,-73.96056,Entire home/apt,198,30,0,49,364,0.6416956268773301
14225,Manhattan,Financial District,40.709309999999995,-74.00959,Entire home/apt,110,6,5,1,0,0.11768831895052238
14228,Manhattan,Upper East Side,40.76174,-73.96366,Entire home/apt,160,30,0,49,364,0.3205222184903451
14229,Manhattan,Chelsea,40.74451,-73.99235999999999,Entire home/apt,270,30,2,81,365,0.18536727562067953
14230,Manhattan,Chelsea,40.7448,-73.99204,Entire home/apt,205,30,3,81,365,0.22339679632246603
14231,Manhattan,Chelsea,40.74491,-73.99266999999999,Entire home/apt,205,30,0,81,365,0.22601160370202714
14232,Manhattan,Chelsea,40.75148,-73.99396999999999,Entire home/apt,230,30,1,81,365,0.10208823785778055
14238,Manhattan,Greenwich Village,40.72807,-74.00041,Entire home/apt,175,30,6,116,365,0.34782399931361374
14239,Manhattan,Battery Park City,40.7109,-74.01768,Entire home/apt,125,30,0,12,364,0.4755535639957161
14242,Manhattan,Harlem,40.81245,-73.94085,Entire home/apt,190,1,0,1,0,0.19767375894580658
14243,Manhattan,Upper West Side,40.77995,-73.9822,Entire home/apt,294,14,0,1,0,0.1673712560320669
14244,Manhattan,Midtown,40.757220000000004,-73.97842,Entire home/apt,559,30,2,1,0,0.29328888545482806
14246,Manhattan,Chelsea,40.74589,-74.0048,Entire home/apt,250,4,18,1,0,0.5708508147779061
14247,Manhattan,Midtown,40.76367,-73.98345,Entire home/apt,269,30,1,81,365,0.17744027622679015
14249,Manhattan,Little Italy,40.718990000000005,-73.99773,Entire home/apt,175,30,2,86,364,0.20811869135123795
14252,Manhattan,East Village,40.72527,-73.98347,Entire home/apt,206,1,1,1,0,0.5844959404769076
14253,Manhattan,Harlem,40.82889,-73.94599000000001,Private room,40,1,1,1,0,0.41860987585702747
14255,Manhattan,Chelsea,40.7453,-74.00242,Entire home/apt,105,2,6,1,0,0.3759135573075418
14256,Manhattan,East Village,40.727779999999996,-73.97825,Private room,75,1,8,1,0,0.453421063649412
14257,Manhattan,East Harlem,40.79485,-73.94868000000001,Entire home/apt,165,7,67,1,134,0.374347975507478
14261,Manhattan,East Village,40.72554,-73.98245,Entire home/apt,375,14,0,1,178,0.6051042376039577
14262,Manhattan,Hell's Kitchen,40.76089,-73.99879,Private room,200,1,1,1,0,0.6153826577131039
14263,Manhattan,Financial District,40.70883,-74.00764000000001,Shared room,100,10,0,1,0,0.11133297546987751
14264,Manhattan,Upper West Side,40.79613,-73.96658000000001,Private room,60,2,23,1,0,0.3983109245225378
14265,Manhattan,West Village,40.7304,-74.00887,Entire home/apt,215,30,0,81,341,0.3801632885383502
14268,Manhattan,Hell's Kitchen,40.7655,-73.98682,Entire home/apt,250,7,52,1,0,0.34532550124605965
14273,Manhattan,Upper East Side,40.775859999999994,-73.95164,Entire home/apt,235,365,8,1,0,0.22588286454005124
14274,Manhattan,Hell's Kitchen,40.764109999999995,-73.99371,Entire home/apt,90,30,13,86,305,0.6777132586563132
14280,Manhattan,Hell's Kitchen,40.764540000000004,-73.99114,Private room,75,1,173,3,101,0.4930376983614559
14281,Manhattan,Hell's Kitchen,40.75855,-73.98931,Entire home/apt,99,30,20,1,0,0.142515751979888
14285,Manhattan,Harlem,40.8056,-73.95527,Entire home/apt,115,5,0,1,69,0.06589930214621893
14289,Manhattan,Upper East Side,40.775040000000004,-73.94945,Entire home/apt,138,1,118,2,260,0.3730403647162521
14291,Manhattan,West Village,40.73733,-74.00392,Entire home/apt,119,3,1,1,0,0.2944316118606417
14293,Manhattan,Harlem,40.79952,-73.95248000000001,Private room,60,3,127,1,179,0.07433360550050516
14296,Manhattan,Greenwich Village,40.72953,-74.00148,Entire home/apt,600,3,30,1,365,0.32273591829079
14302,Manhattan,Hell's Kitchen,40.76144,-73.99243,Entire home/apt,225,2,38,1,83,0.5121866041296577
14305,Manhattan,Upper East Side,40.77626,-73.94693000000001,Private room,100,1,2,1,0,0.44824118354425707
14306,Manhattan,Upper West Side,40.79831,-73.96051999999999,Entire home/apt,202,30,10,15,364,0.25861374694986144
14307,Manhattan,Upper West Side,40.80279,-73.96535,Private room,60,2,2,2,0,0.18177399254402393
14310,Manhattan,Harlem,40.82267,-73.94677,Private room,70,1,59,2,0,0.3185598255893698
14312,Manhattan,Midtown,40.76365,-73.97754,Entire home/apt,200,1,0,2,0,0.036556442053691185
14315,Manhattan,Inwood,40.86383,-73.92905,Entire home/apt,105,4,7,1,0,0.23773674658655977
14317,Manhattan,Upper West Side,40.79296,-73.97456,Entire home/apt,100,4,3,1,88,0.2167620811669264
14319,Manhattan,East Harlem,40.78548,-73.94766,Private room,75,1,8,1,90,0.13597760622930594
14321,Manhattan,Washington Heights,40.85487,-73.93509,Entire home/apt,175,1,0,1,0,0.4280781029292195
14324,Manhattan,Inwood,40.8679,-73.91842,Entire home/apt,80,1,2,1,0,0.1261384696013008
14326,Manhattan,West Village,40.729929999999996,-74.01,Entire home/apt,278,30,1,81,365,0.4335319729599597
14327,Manhattan,East Village,40.728840000000005,-73.98548000000001,Entire home/apt,195,2,7,1,0,0.4011846828947658
14329,Manhattan,Upper West Side,40.795590000000004,-73.96434,Private room,65,7,0,1,0,0.24986016560199198
14333,Manhattan,Hell's Kitchen,40.76511,-73.99432,Entire home/apt,119,4,170,1,79,0.7630635582440782
14334,Manhattan,Inwood,40.867090000000005,-73.92962,Private room,80,10,14,2,0,0.26598555553552755
14335,Manhattan,East Village,40.72333,-73.98795,Entire home/apt,250,3,0,1,0,0.16814830820659857
14339,Manhattan,Midtown,40.75266,-73.97251999999999,Entire home/apt,135,30,1,12,365,0.32717285573325716
14341,Manhattan,Murray Hill,40.74855,-73.98019000000001,Entire home/apt,199,30,2,81,365,0.3170897393829199
14342,Manhattan,Midtown,40.74244,-73.98316,Private room,99,1,230,2,34,0.11657285121923944
14343,Manhattan,Theater District,40.7615,-73.98527,Private room,100,14,16,1,88,0.12208713415768878
14344,Manhattan,Upper East Side,40.77097,-73.95843,Entire home/apt,115,5,4,1,0,0.2410889154435487
14345,Manhattan,West Village,40.73908,-74.00186,Entire home/apt,150,2,11,1,0,0.09833058308858217
14348,Manhattan,Upper West Side,40.8028,-73.96678,Private room,50,2,8,2,0,0.12971874574008133
14350,Manhattan,Washington Heights,40.85261,-73.94203,Entire home/apt,150,10,14,1,0,0.3571930773073939
14352,Manhattan,East Village,40.72665,-73.98716999999999,Entire home/apt,199,3,45,1,144,0.4298612933817064
14354,Manhattan,East Village,40.72926,-73.98915,Entire home/apt,99,1,0,1,0,0.18461456972139886
14357,Manhattan,Washington Heights,40.85241,-73.9368,Entire home/apt,99,2,3,1,0,0.12657550426728087
14358,Manhattan,Harlem,40.8013,-73.95676999999999,Entire home/apt,165,4,2,1,0,0.14060554165389447
14359,Manhattan,Murray Hill,40.74747,-73.98061,Entire home/apt,189,30,0,81,365,0.19779238671135838
14360,Manhattan,Chelsea,40.73887,-74.00010999999999,Private room,85,55,27,1,82,0.11618953168184132
14361,Manhattan,Murray Hill,40.74881,-73.98059,Entire home/apt,268,30,0,81,365,0.32801139401136065
14362,Manhattan,West Village,40.730109999999996,-74.00267,Private room,55,1,7,1,0,0.3074537280540809
14364,Manhattan,Murray Hill,40.747890000000005,-73.98057,Entire home/apt,179,30,0,81,90,0.2377674898258301
14365,Manhattan,Murray Hill,40.74743,-73.97945,Entire home/apt,245,30,0,81,190,0.2676360204115219
14368,Manhattan,Washington Heights,40.85244,-73.93126,Private room,40,2,15,2,0,0.3463145910698367
14369,Manhattan,Washington Heights,40.83193,-73.9364,Private room,65,2,0,1,0,0.25103400935970605
14371,Manhattan,East Village,40.72312,-73.98795,Private room,100,2,11,4,0,0.1708528225723259
14372,Manhattan,Inwood,40.859809999999996,-73.92835,Private room,40,3,96,1,58,0.25040229160885197
14373,Manhattan,Upper East Side,40.77575,-73.95304,Entire home/apt,165,16,1,1,0,0.26022505627482984
14375,Manhattan,Hell's Kitchen,40.7661,-73.99053,Entire home/apt,295,3,0,1,0,0.557749402299736
14376,Manhattan,Midtown,40.756409999999995,-73.97811999999999,Entire home/apt,219,30,1,81,358,0.3688162147072771
14378,Manhattan,East Harlem,40.79566,-73.94136999999999,Entire home/apt,180,4,70,1,70,0.2532352112318079
14379,Manhattan,Washington Heights,40.84989,-73.93044,Private room,95,2,0,1,0,0.26954533943926107
14382,Manhattan,Washington Heights,40.849959999999996,-73.93937,Private room,50,5,1,1,0,0.22600852319280704
14383,Manhattan,Upper East Side,40.7722,-73.95272,Entire home/apt,115,3,8,1,0,0.6120042652463604
14384,Manhattan,Chelsea,40.741659999999996,-73.99414,Entire home/apt,299,2,57,1,264,0.17523068747111353
14387,Manhattan,Gramercy,40.73637,-73.98051,Entire home/apt,350,5,0,1,0,0.6089194067609309
14388,Manhattan,Hell's Kitchen,40.76376,-73.98789000000001,Private room,131,30,46,1,127,0.2164932907708536
14389,Manhattan,Upper East Side,40.77305,-73.96283000000001,Shared room,99,3,48,1,127,0.25745619718636614
14390,Manhattan,Tribeca,40.71523,-74.0079,Entire home/apt,250,3,3,1,0,0.11866176378298304
14391,Manhattan,East Village,40.72697,-73.98488,Entire home/apt,250,1,18,2,0,0.5206816542981954
14393,Manhattan,Financial District,40.70433,-74.00706,Entire home/apt,150,2,6,1,0,0.32594487066892347
14394,Manhattan,Civic Center,40.71537,-74.00180999999999,Private room,100,2,0,1,0,0.27177800057488344
14395,Manhattan,Washington Heights,40.8449,-73.94034,Private room,85,3,11,1,362,0.2817793684310628
14397,Manhattan,Kips Bay,40.7394,-73.97995999999999,Entire home/apt,225,30,0,49,364,0.5461235253678605
14401,Manhattan,Nolita,40.72426,-73.99535,Entire home/apt,275,3,29,1,88,0.13589250775370312
14402,Manhattan,Harlem,40.80957,-73.94649,Private room,149,2,23,1,296,0.21844515293801145
14403,Manhattan,Upper West Side,40.80125,-73.96529,Private room,90,1,3,1,0,0.32876424267423493
14404,Manhattan,Midtown,40.7659,-73.98,Entire home/apt,125,4,95,1,0,0.1480745009254794
14412,Manhattan,Harlem,40.81162,-73.95045999999999,Entire home/apt,100,1,5,1,0,0.16870745074389698
14413,Manhattan,Upper West Side,40.77282,-73.9808,Private room,115,10,1,1,0,0.1374409096193979
14415,Manhattan,Harlem,40.825790000000005,-73.9528,Private room,79,1,74,1,0,0.22250194978627177
14416,Manhattan,Upper West Side,40.80205,-73.9658,Private room,36,15,1,1,0,0.23048891671076174
14417,Manhattan,Upper East Side,40.761390000000006,-73.96208,Entire home/apt,138,30,0,49,365,0.45939881559098084
14419,Manhattan,Upper East Side,40.76161,-73.96191999999999,Entire home/apt,148,30,2,49,365,0.46556244037111655
14420,Manhattan,Financial District,40.71085,-74.0083,Private room,59,2,39,2,180,0.08046879225846848
14421,Manhattan,East Village,40.72572,-73.98269,Private room,50,1,0,1,0,0.5880024902354783
14425,Manhattan,Theater District,40.76318,-73.98473,Private room,104,5,0,1,0,0.13294843336815457
14427,Manhattan,Upper West Side,40.79643,-73.97188,Private room,110,7,2,1,0,0.28134164226532066
14428,Manhattan,Upper East Side,40.7626,-73.96030999999999,Entire home/apt,199,3,77,1,50,0.5393012105390219
14431,Manhattan,SoHo,40.72515,-74.00182,Entire home/apt,150,5,0,1,0,0.20146427089985536
14432,Manhattan,Upper West Side,40.77616,-73.97994,Entire home/apt,99,8,0,1,0,0.3045573901247126
14433,Manhattan,East Harlem,40.81286,-73.93618000000001,Private room,52,1,37,2,0,0.4160384479314976
14434,Manhattan,Upper West Side,40.78352,-73.97595,Entire home/apt,171,30,3,6,343,0.33799424372834946
14436,Manhattan,Upper East Side,40.76995,-73.95604,Shared room,120,1,12,1,0,0.2384310494351869
14438,Manhattan,West Village,40.733340000000005,-74.00104,Entire home/apt,165,1,13,1,0,0.1204189696298823
14439,Manhattan,Harlem,40.82963,-73.9495,Private room,69,1,69,1,180,0.34953563517768826
14443,Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,79,3,162,1,0,0.6009383122445435
14445,Manhattan,Harlem,40.80041,-73.95237,Entire home/apt,160,3,1,1,0,0.1552972275297973
14446,Manhattan,Harlem,40.80822,-73.95273,Entire home/apt,170,3,47,1,267,0.3224816032601075
14448,Manhattan,West Village,40.73506,-74.00518000000001,Entire home/apt,249,1,0,1,0,0.26454742938739273
14449,Manhattan,Harlem,40.806979999999996,-73.95272,Private room,66,14,5,1,0,0.27850785756181073
14451,Manhattan,Lower East Side,40.712579999999996,-73.9901,Entire home/apt,200,7,8,1,0,0.12619074858462076
14452,Manhattan,Midtown,40.760259999999995,-73.9659,Private room,80,1,329,1,0,0.2901386267500356
14454,Manhattan,Lower East Side,40.71921,-73.98899999999999,Entire home/apt,155,1,45,1,66,0.10014291387370788
14455,Manhattan,Upper East Side,40.77983,-73.94798,Private room,125,1,5,1,0,0.38683865623025987
14457,Manhattan,Harlem,40.80304,-73.95148,Private room,65,4,54,2,0,0.18827229969067893
14458,Manhattan,Roosevelt Island,40.76205,-73.94975,Private room,79,4,2,3,0,1.0478903384210438
14462,Manhattan,Hell's Kitchen,40.75578,-73.99744,Entire home/apt,2000,1,4,2,362,0.37763863409943327
14463,Manhattan,Harlem,40.82158,-73.93824000000001,Private room,100,1,0,1,0,0.21187614789299328
14464,Manhattan,Chelsea,40.74487,-74.00277,Shared room,75,2,14,1,268,0.4156417440934413
14466,Manhattan,Chelsea,40.74858,-73.99887,Entire home/apt,240,1,1,1,0,0.3050874068355459
14467,Manhattan,Greenwich Village,40.72838,-73.99899,Shared room,200,2,46,1,303,0.41546284845227865
14468,Manhattan,Upper East Side,40.769690000000004,-73.95509,Entire home/apt,250,30,0,1,0,0.2983666293352905
14470,Manhattan,Kips Bay,40.740359999999995,-73.98053,Entire home/apt,120,26,22,1,0,0.43592828611999357
14471,Manhattan,Upper West Side,40.80348,-73.96579,Private room,80,2,149,1,0,0.10430915681981565
14472,Manhattan,Upper West Side,40.77969,-73.97738000000001,Entire home/apt,120,14,15,1,328,0.41109711125333964
14474,Manhattan,Upper East Side,40.77693,-73.94524,Entire home/apt,120,7,0,1,0,0.5628909770503489
14475,Manhattan,East Village,40.72954,-73.98841999999999,Private room,100,1,1,1,0,0.23102839850788795
14479,Manhattan,Harlem,40.82605,-73.94219,Private room,60,3,73,3,364,0.22137284370569107
14480,Manhattan,Washington Heights,40.85177,-73.93652,Entire home/apt,110,1,7,1,0,0.1224682071536649
14481,Manhattan,Harlem,40.81834,-73.93929,Private room,70,1,4,1,0,0.3455396593817637
14485,Manhattan,Midtown,40.75242,-73.97261,Private room,100,1,4,1,0,0.30986394512253596
14486,Manhattan,Inwood,40.86059,-73.92985999999999,Private room,50,7,0,1,0,0.36462502947564024
14487,Manhattan,Financial District,40.70662,-74.0051,Entire home/apt,150,3,6,1,0,0.3344502443848235
14489,Manhattan,Midtown,40.74569,-73.98192,Entire home/apt,150,29,2,28,180,0.04537510888158692
14491,Manhattan,Harlem,40.81646,-73.93795,Private room,110,2,4,4,0,0.3434947599332689
14492,Manhattan,Harlem,40.81627,-73.93512,Private room,110,2,9,4,312,0.47063968802606443
14495,Manhattan,Harlem,40.81604,-73.94017,Private room,110,2,20,4,49,0.2073853334687951
14499,Manhattan,Upper West Side,40.77865,-73.98104000000001,Entire home/apt,149,2,1,1,0,0.0814981311202096
14504,Manhattan,Harlem,40.80515,-73.95595,Private room,79,3,57,1,0,0.09040913430921055
14509,Manhattan,Midtown,40.756040000000006,-73.9681,Entire home/apt,185,1,2,1,0,0.1862685431297917
14510,Manhattan,East Harlem,40.795320000000004,-73.94454,Private room,85,4,63,1,89,0.04133876360658252
14513,Manhattan,Murray Hill,40.74436,-73.97292,Entire home/apt,200,270,2,1,0,0.7965667925641009
14516,Manhattan,West Village,40.7321,-74.00461,Entire home/apt,250,2,1,1,0,0.20560146492528006
14518,Manhattan,Kips Bay,40.74429,-73.97663,Entire home/apt,300,2,2,1,0,0.5011189522896818
14519,Manhattan,Upper East Side,40.77375,-73.94963,Entire home/apt,133,30,14,5,159,0.494596511822859
